# TYPE: validation-run
# SEED: 20260915
# PI: 0.6 (estimation_trade cases only)
# DGP: dP_t = c1*Q_t + c2*Q_{t-1} + c3*Q_{t-2}; c1=0.01 c2=-0.004 c3=0.0007; signs Markov chain pi=0.6
# P_1 = P0 + c1*Q_1 anchor; regression uses t>=2
case_type,name,t,P,Q,spread,alpha,beta
estimation_trade,hs3,1072,99.5277000000,-1,,,
estimation_trade,hs3,1073,99.5224000000,-1,,,
estimation_trade,hs3,1074,99.5357000000,1,,,
estimation_trade,hs3,1075,99.5410000000,1,,,
estimation_trade,hs3,1076,99.5277000000,-1,,,
estimation_trade,hs3,1077,99.5224000000,-1,,,
estimation_trade,hs3,1078,99.5357000000,1,,,
estimation_trade,hs3,1079,99.5210000000,-1,,,
estimation_trade,hs3,1080,99.5157000000,-1,,,
estimation_trade,hs3,1081,99.5290000000,1,,,
estimation_trade,hs3,1082,99.5143000000,-1,,,
estimation_trade,hs3,1083,99.5290000000,1,,,
estimation_trade,hs3,1084,99.5143000000,-1,,,
estimation_trade,hs3,1085,99.5290000000,1,,,
estimation_trade,hs3,1086,99.5343000000,1,,,
estimation_trade,hs3,1087,99.5210000000,-1,,,
estimation_trade,hs3,1088,99.5157000000,-1,,,
estimation_trade,hs3,1089,99.5290000000,1,,,
estimation_trade,hs3,1090,99.5143000000,-1,,,
estimation_trade,hs3,1091,99.5290000000,1,,,
estimation_trade,hs3,1092,99.5343000000,1,,,
estimation_trade,hs3,1093,99.5210000000,-1,,,
estimation_trade,hs3,1094,99.5357000000,1,,,
estimation_trade,hs3,1095,99.5210000000,-1,,,
estimation_trade,hs3,1096,99.5357000000,1,,,
estimation_trade,hs3,1097,99.5210000000,-1,,,
estimation_trade,hs3,1098,99.5157000000,-1,,,
estimation_trade,hs3,1099,99.5090000000,-1,,,
estimation_trade,hs3,1100,99.5023000000,-1,,,
estimation_trade,hs3,1101,99.4956000000,-1,,,
estimation_trade,hs3,1102,99.5089000000,1,,,
estimation_trade,hs3,1103,99.5142000000,1,,,
estimation_trade,hs3,1104,99.5209000000,1,,,
estimation_trade,hs3,1105,99.5076000000,-1,,,
estimation_trade,hs3,1106,99.5223000000,1,,,
estimation_trade,hs3,1107,99.5076000000,-1,,,
estimation_trade,hs3,1108,99.5223000000,1,,,
estimation_trade,hs3,1109,99.5076000000,-1,,,
estimation_trade,hs3,1110,99.5023000000,-1,,,
estimation_trade,hs3,1111,99.4956000000,-1,,,
estimation_trade,hs3,1112,99.5089000000,1,,,
estimation_trade,hs3,1113,99.4942000000,-1,,,
estimation_trade,hs3,1114,99.5089000000,1,,,
estimation_trade,hs3,1115,99.4942000000,-1,,,
estimation_trade,hs3,1116,99.5089000000,1,,,
estimation_trade,hs3,1117,99.4942000000,-1,,,
estimation_trade,hs3,1118,99.5089000000,1,,,
estimation_trade,hs3,1119,99.4942000000,-1,,,
estimation_trade,hs3,1120,99.5089000000,1,,,
estimation_trade,hs3,1121,99.5142000000,1,,,
estimation_trade,hs3,1122,99.5009000000,-1,,,
estimation_trade,hs3,1123,99.5156000000,1,,,
estimation_trade,hs3,1124,99.5009000000,-1,,,
estimation_trade,hs3,1125,99.4956000000,-1,,,
estimation_trade,hs3,1126,99.4889000000,-1,,,
estimation_trade,hs3,1127,99.4822000000,-1,,,
estimation_trade,hs3,1128,99.4755000000,-1,,,
estimation_trade,hs3,1129,99.4888000000,1,,,
estimation_trade,hs3,1130,99.4741000000,-1,,,
estimation_trade,hs3,1131,99.4888000000,1,,,
estimation_trade,hs3,1132,99.4741000000,-1,,,
estimation_trade,hs3,1133,99.4888000000,1,,,
estimation_trade,hs3,1134,99.4941000000,1,,,
estimation_trade,hs3,1135,99.4808000000,-1,,,
estimation_trade,hs3,1136,99.4955000000,1,,,
estimation_trade,hs3,1137,99.4808000000,-1,,,
estimation_trade,hs3,1138,99.4955000000,1,,,
estimation_trade,hs3,1139,99.4808000000,-1,,,
estimation_trade,hs3,1140,99.4955000000,1,,,
estimation_trade,hs3,1141,99.5008000000,1,,,
estimation_trade,hs3,1142,99.5075000000,1,,,
estimation_trade,hs3,1143,99.5142000000,1,,,
estimation_trade,hs3,1144,99.5009000000,-1,,,
estimation_trade,hs3,1145,99.5156000000,1,,,
estimation_trade,hs3,1146,99.5009000000,-1,,,
estimation_trade,hs3,1147,99.5156000000,1,,,
estimation_trade,hs3,1148,99.5009000000,-1,,,
estimation_trade,hs3,1149,99.4956000000,-1,,,
estimation_trade,hs3,1150,99.4889000000,-1,,,
estimation_trade,hs3,1151,99.5022000000,1,,,
estimation_trade,hs3,1152,99.4875000000,-1,,,
estimation_trade,hs3,1153,99.5022000000,1,,,
estimation_trade,hs3,1154,99.5075000000,1,,,
estimation_trade,hs3,1155,99.5142000000,1,,,
estimation_trade,hs3,1156,99.5209000000,1,,,
estimation_trade,hs3,1157,99.5076000000,-1,,,
estimation_trade,hs3,1158,99.5223000000,1,,,
estimation_trade,hs3,1159,99.5076000000,-1,,,
estimation_trade,hs3,1160,99.5223000000,1,,,
estimation_trade,hs3,1161,99.5276000000,1,,,
estimation_trade,hs3,1162,99.5343000000,1,,,
estimation_trade,hs3,1163,99.5210000000,-1,,,
estimation_trade,hs3,1164,99.5157000000,-1,,,
estimation_trade,hs3,1165,99.5290000000,1,,,
estimation_trade,hs3,1166,99.5143000000,-1,,,
estimation_trade,hs3,1167,99.5290000000,1,,,
estimation_trade,hs3,1168,99.5343000000,1,,,
estimation_trade,hs3,1169,99.5410000000,1,,,
estimation_trade,hs3,1170,99.5277000000,-1,,,
estimation_trade,hs3,1171,99.5224000000,-1,,,
estimation_trade,hs3,1172,99.5157000000,-1,,,
estimation_trade,hs3,1173,99.5090000000,-1,,,
estimation_trade,hs3,1174,99.5023000000,-1,,,
estimation_trade,hs3,1175,99.5156000000,1,,,
estimation_trade,hs3,1176,99.5209000000,1,,,
estimation_trade,hs3,1177,99.5076000000,-1,,,
estimation_trade,hs3,1178,99.5223000000,1,,,
estimation_trade,hs3,1179,99.5076000000,-1,,,
estimation_trade,hs3,1180,99.5023000000,-1,,,
estimation_trade,hs3,1181,99.5156000000,1,,,
estimation_trade,hs3,1182,99.5209000000,1,,,
estimation_trade,hs3,1183,99.5276000000,1,,,
estimation_trade,hs3,1184,99.5143000000,-1,,,
estimation_trade,hs3,1185,99.5290000000,1,,,
estimation_trade,hs3,1186,99.5343000000,1,,,
estimation_trade,hs3,1187,99.5210000000,-1,,,
estimation_trade,hs3,1188,99.5357000000,1,,,
estimation_trade,hs3,1189,99.5210000000,-1,,,
estimation_trade,hs3,1190,99.5157000000,-1,,,
estimation_trade,hs3,1191,99.5090000000,-1,,,
estimation_trade,hs3,1192,99.5223000000,1,,,
estimation_trade,hs3,1193,99.5076000000,-1,,,
estimation_trade,hs3,1194,99.5023000000,-1,,,
estimation_trade,hs3,1195,99.5156000000,1,,,
estimation_trade,hs3,1196,99.5209000000,1,,,
estimation_trade,hs3,1197,99.5076000000,-1,,,
estimation_trade,hs3,1198,99.5223000000,1,,,
estimation_trade,hs3,1199,99.5076000000,-1,,,
estimation_trade,hs3,1200,99.5223000000,1,,,
estimation_trade,hs3,1201,99.5076000000,-1,,,
estimation_trade,hs3,1202,99.5023000000,-1,,,
estimation_trade,hs3,1203,99.5156000000,1,,,
estimation_trade,hs3,1204,99.5009000000,-1,,,
estimation_trade,hs3,1205,99.5156000000,1,,,
estimation_trade,hs3,1206,99.5009000000,-1,,,
estimation_trade,hs3,1207,99.5156000000,1,,,
estimation_trade,hs3,1208,99.5209000000,1,,,
estimation_trade,hs3,1209,99.5276000000,1,,,
estimation_trade,hs3,1210,99.5343000000,1,,,
estimation_trade,hs3,1211,99.5210000000,-1,,,
estimation_trade,hs3,1212,99.5357000000,1,,,
estimation_trade,hs3,1213,99.5210000000,-1,,,
estimation_trade,hs3,1214,99.5357000000,1,,,
estimation_trade,hs3,1215,99.5210000000,-1,,,
estimation_trade,hs3,1216,99.5357000000,1,,,
estimation_trade,hs3,1217,99.5210000000,-1,,,
estimation_trade,hs3,1218,99.5357000000,1,,,
estimation_trade,hs3,1219,99.5210000000,-1,,,
estimation_trade,hs3,1220,99.5157000000,-1,,,
estimation_trade,hs3,1221,99.5290000000,1,,,
estimation_trade,hs3,1222,99.5143000000,-1,,,
estimation_trade,hs3,1223,99.5290000000,1,,,
estimation_trade,hs3,1224,99.5343000000,1,,,
estimation_trade,hs3,1225,99.5410000000,1,,,
estimation_trade,hs3,1226,99.5477000000,1,,,
estimation_trade,hs3,1227,99.5344000000,-1,,,
estimation_trade,hs3,1228,99.5291000000,-1,,,
estimation_trade,hs3,1229,99.5424000000,1,,,
estimation_trade,hs3,1230,99.5277000000,-1,,,
estimation_trade,hs3,1231,99.5424000000,1,,,
estimation_trade,hs3,1232,99.5477000000,1,,,
estimation_trade,hs3,1233,99.5344000000,-1,,,
estimation_trade,hs3,1234,99.5491000000,1,,,
estimation_trade,hs3,1235,99.5344000000,-1,,,
estimation_trade,hs3,1236,99.5291000000,-1,,,
estimation_trade,hs3,1237,99.5424000000,1,,,
estimation_trade,hs3,1238,99.5477000000,1,,,
estimation_trade,hs3,1239,99.5544000000,1,,,
estimation_trade,hs3,1240,99.5611000000,1,,,
estimation_trade,hs3,1241,99.5678000000,1,,,
estimation_trade,hs3,1242,99.5745000000,1,,,
estimation_trade,hs3,1243,99.5612000000,-1,,,
estimation_trade,hs3,1244,99.5759000000,1,,,
estimation_trade,hs3,1245,99.5612000000,-1,,,
estimation_trade,hs3,1246,99.5759000000,1,,,
estimation_trade,hs3,1247,99.5612000000,-1,,,
estimation_trade,hs3,1248,99.5759000000,1,,,
estimation_trade,hs3,1249,99.5612000000,-1,,,
estimation_trade,hs3,1250,99.5559000000,-1,,,
estimation_trade,hs3,1251,99.5692000000,1,,,
estimation_trade,hs3,1252,99.5545000000,-1,,,
estimation_trade,hs3,1253,99.5492000000,-1,,,
estimation_trade,hs3,1254,99.5625000000,1,,,
estimation_trade,hs3,1255,99.5478000000,-1,,,
estimation_trade,hs3,1256,99.5425000000,-1,,,
estimation_trade,hs3,1257,99.5358000000,-1,,,
estimation_trade,hs3,1258,99.5491000000,1,,,
estimation_trade,hs3,1259,99.5344000000,-1,,,
estimation_trade,hs3,1260,99.5491000000,1,,,
estimation_trade,hs3,1261,99.5344000000,-1,,,
estimation_trade,hs3,1262,99.5491000000,1,,,
estimation_trade,hs3,1263,99.5344000000,-1,,,
estimation_trade,hs3,1264,99.5291000000,-1,,,
estimation_trade,hs3,1265,99.5424000000,1,,,
estimation_trade,hs3,1266,99.5277000000,-1,,,
estimation_trade,hs3,1267,99.5424000000,1,,,
estimation_trade,hs3,1268,99.5277000000,-1,,,
estimation_trade,hs3,1269,99.5424000000,1,,,
estimation_trade,hs3,1270,99.5277000000,-1,,,
estimation_trade,hs3,1271,99.5424000000,1,,,
estimation_trade,hs3,1272,99.5277000000,-1,,,
estimation_trade,hs3,1273,99.5424000000,1,,,
estimation_trade,hs3,1274,99.5277000000,-1,,,
estimation_trade,hs3,1275,99.5224000000,-1,,,
estimation_trade,hs3,1276,99.5157000000,-1,,,
estimation_trade,hs3,1277,99.5090000000,-1,,,
estimation_trade,hs3,1278,99.5223000000,1,,,
estimation_trade,hs3,1279,99.5276000000,1,,,
estimation_trade,hs3,1280,99.5343000000,1,,,
estimation_trade,hs3,1281,99.5210000000,-1,,,
estimation_trade,hs3,1282,99.5157000000,-1,,,
estimation_trade,hs3,1283,99.5090000000,-1,,,
estimation_trade,hs3,1284,99.5223000000,1,,,
estimation_trade,hs3,1285,99.5076000000,-1,,,
estimation_trade,hs3,1286,99.5023000000,-1,,,
estimation_trade,hs3,1287,99.5156000000,1,,,
estimation_trade,hs3,1288,99.5209000000,1,,,
estimation_trade,hs3,1289,99.5276000000,1,,,
estimation_trade,hs3,1290,99.5143000000,-1,,,
estimation_trade,hs3,1291,99.5090000000,-1,,,
estimation_trade,hs3,1292,99.5223000000,1,,,
estimation_trade,hs3,1293,99.5076000000,-1,,,
estimation_trade,hs3,1294,99.5223000000,1,,,
estimation_trade,hs3,1295,99.5076000000,-1,,,
estimation_trade,hs3,1296,99.5023000000,-1,,,
estimation_trade,hs3,1297,99.5156000000,1,,,
estimation_trade,hs3,1298,99.5209000000,1,,,
estimation_trade,hs3,1299,99.5076000000,-1,,,
estimation_trade,hs3,1300,99.5023000000,-1,,,
estimation_trade,hs3,1301,99.5156000000,1,,,
estimation_trade,hs3,1302,99.5009000000,-1,,,
estimation_trade,hs3,1303,99.5156000000,1,,,
estimation_trade,hs3,1304,99.5209000000,1,,,
estimation_trade,hs3,1305,99.5076000000,-1,,,
estimation_trade,hs3,1306,99.5223000000,1,,,
estimation_trade,hs3,1307,99.5076000000,-1,,,
estimation_trade,hs3,1308,99.5223000000,1,,,
estimation_trade,hs3,1309,99.5076000000,-1,,,
estimation_trade,hs3,1310,99.5023000000,-1,,,
estimation_trade,hs3,1311,99.5156000000,1,,,
estimation_trade,hs3,1312,99.5009000000,-1,,,
estimation_trade,hs3,1313,99.5156000000,1,,,
estimation_trade,hs3,1314,99.5009000000,-1,,,
estimation_trade,hs3,1315,99.5156000000,1,,,
estimation_trade,hs3,1316,99.5009000000,-1,,,
estimation_trade,hs3,1317,99.4956000000,-1,,,
estimation_trade,hs3,1318,99.4889000000,-1,,,
estimation_trade,hs3,1319,99.5022000000,1,,,
estimation_trade,hs3,1320,99.5075000000,1,,,
estimation_trade,hs3,1321,99.4942000000,-1,,,
estimation_trade,hs3,1322,99.5089000000,1,,,
estimation_trade,hs3,1323,99.4942000000,-1,,,
estimation_trade,hs3,1324,99.5089000000,1,,,
estimation_trade,hs3,1325,99.5142000000,1,,,
estimation_trade,hs3,1326,99.5209000000,1,,,
estimation_trade,hs3,1327,99.5076000000,-1,,,
estimation_trade,hs3,1328,99.5223000000,1,,,
estimation_trade,hs3,1329,99.5076000000,-1,,,
estimation_trade,hs3,1330,99.5023000000,-1,,,
estimation_trade,hs3,1331,99.5156000000,1,,,
estimation_trade,hs3,1332,99.5009000000,-1,,,
estimation_trade,hs3,1333,99.4956000000,-1,,,
estimation_trade,hs3,1334,99.5089000000,1,,,
estimation_trade,hs3,1335,99.5142000000,1,,,
estimation_trade,hs3,1336,99.5009000000,-1,,,
estimation_trade,hs3,1337,99.5156000000,1,,,
estimation_trade,hs3,1338,99.5009000000,-1,,,
estimation_trade,hs3,1339,99.4956000000,-1,,,
estimation_trade,hs3,1340,99.4889000000,-1,,,
estimation_trade,hs3,1341,99.4822000000,-1,,,
estimation_trade,hs3,1342,99.4755000000,-1,,,
estimation_trade,hs3,1343,99.4688000000,-1,,,
estimation_trade,hs3,1344,99.4621000000,-1,,,
estimation_trade,hs3,1345,99.4554000000,-1,,,
estimation_trade,hs3,1346,99.4687000000,1,,,
estimation_trade,hs3,1347,99.4540000000,-1,,,
estimation_trade,hs3,1348,99.4487000000,-1,,,
estimation_trade,hs3,1349,99.4420000000,-1,,,
estimation_trade,hs3,1350,99.4353000000,-1,,,
estimation_trade,hs3,1351,99.4286000000,-1,,,
estimation_trade,hs3,1352,99.4419000000,1,,,
estimation_trade,hs3,1353,99.4472000000,1,,,
estimation_trade,hs3,1354,99.4539000000,1,,,
estimation_trade,hs3,1355,99.4606000000,1,,,
estimation_trade,hs3,1356,99.4473000000,-1,,,
estimation_trade,hs3,1357,99.4620000000,1,,,
estimation_trade,hs3,1358,99.4673000000,1,,,
estimation_trade,hs3,1359,99.4540000000,-1,,,
estimation_trade,hs3,1360,99.4687000000,1,,,
estimation_trade,hs3,1361,99.4540000000,-1,,,
estimation_trade,hs3,1362,99.4687000000,1,,,
estimation_trade,hs3,1363,99.4540000000,-1,,,
estimation_trade,hs3,1364,99.4687000000,1,,,
estimation_trade,hs3,1365,99.4740000000,1,,,
estimation_trade,hs3,1366,99.4607000000,-1,,,
estimation_trade,hs3,1367,99.4554000000,-1,,,
estimation_trade,hs3,1368,99.4487000000,-1,,,
estimation_trade,hs3,1369,99.4620000000,1,,,
estimation_trade,hs3,1370,99.4673000000,1,,,
estimation_trade,hs3,1371,99.4740000000,1,,,
estimation_trade,hs3,1372,99.4607000000,-1,,,
estimation_trade,hs3,1373,99.4754000000,1,,,
estimation_trade,hs3,1374,99.4607000000,-1,,,
estimation_trade,hs3,1375,99.4754000000,1,,,
estimation_trade,hs3,1376,99.4607000000,-1,,,
estimation_trade,hs3,1377,99.4754000000,1,,,
estimation_trade,hs3,1378,99.4807000000,1,,,
estimation_trade,hs3,1379,99.4874000000,1,,,
estimation_trade,hs3,1380,99.4941000000,1,,,
estimation_trade,hs3,1381,99.5008000000,1,,,
estimation_trade,hs3,1382,99.4875000000,-1,,,
estimation_trade,hs3,1383,99.4822000000,-1,,,
estimation_trade,hs3,1384,99.4955000000,1,,,
estimation_trade,hs3,1385,99.4808000000,-1,,,
estimation_trade,hs3,1386,99.4755000000,-1,,,
estimation_trade,hs3,1387,99.4888000000,1,,,
estimation_trade,hs3,1388,99.4741000000,-1,,,
estimation_trade,hs3,1389,99.4888000000,1,,,
estimation_trade,hs3,1390,99.4941000000,1,,,
estimation_trade,hs3,1391,99.5008000000,1,,,
estimation_trade,hs3,1392,99.5075000000,1,,,
estimation_trade,hs3,1393,99.4942000000,-1,,,
estimation_trade,hs3,1394,99.5089000000,1,,,
estimation_trade,hs3,1395,99.4942000000,-1,,,
estimation_trade,hs3,1396,99.4889000000,-1,,,
estimation_trade,hs3,1397,99.5022000000,1,,,
estimation_trade,hs3,1398,99.4875000000,-1,,,
estimation_trade,hs3,1399,99.4822000000,-1,,,
estimation_trade,hs3,1400,99.4755000000,-1,,,
estimation_trade,hs3,1401,99.4688000000,-1,,,
estimation_trade,hs3,1402,99.4621000000,-1,,,
estimation_trade,hs3,1403,99.4754000000,1,,,
estimation_trade,hs3,1404,99.4807000000,1,,,
estimation_trade,hs3,1405,99.4874000000,1,,,
estimation_trade,hs3,1406,99.4941000000,1,,,
estimation_trade,hs3,1407,99.4808000000,-1,,,
estimation_trade,hs3,1408,99.4955000000,1,,,
estimation_trade,hs3,1409,99.4808000000,-1,,,
estimation_trade,hs3,1410,99.4755000000,-1,,,
estimation_trade,hs3,1411,99.4688000000,-1,,,
estimation_trade,hs3,1412,99.4821000000,1,,,
estimation_trade,hs3,1413,99.4674000000,-1,,,
estimation_trade,hs3,1414,99.4821000000,1,,,
estimation_trade,hs3,1415,99.4674000000,-1,,,
estimation_trade,hs3,1416,99.4821000000,1,,,
estimation_trade,hs3,1417,99.4674000000,-1,,,
estimation_trade,hs3,1418,99.4821000000,1,,,
estimation_trade,hs3,1419,99.4874000000,1,,,
estimation_trade,hs3,1420,99.4941000000,1,,,
estimation_trade,hs3,1421,99.5008000000,1,,,
estimation_trade,hs3,1422,99.5075000000,1,,,
estimation_trade,hs3,1423,99.4942000000,-1,,,
estimation_trade,hs3,1424,99.5089000000,1,,,
estimation_trade,hs3,1425,99.4942000000,-1,,,
estimation_trade,hs3,1426,99.4889000000,-1,,,
estimation_trade,hs3,1427,99.5022000000,1,,,
estimation_trade,hs3,1428,99.5075000000,1,,,
estimation_trade,hs3,1429,99.5142000000,1,,,
estimation_trade,hs3,1430,99.5209000000,1,,,
estimation_trade,hs3,1431,99.5076000000,-1,,,
estimation_trade,hs3,1432,99.5223000000,1,,,
estimation_trade,hs3,1433,99.5076000000,-1,,,
estimation_trade,hs3,1434,99.5223000000,1,,,
estimation_trade,hs3,1435,99.5276000000,1,,,
estimation_trade,hs3,1436,99.5343000000,1,,,
estimation_trade,hs3,1437,99.5210000000,-1,,,
estimation_trade,hs3,1438,99.5357000000,1,,,
estimation_trade,hs3,1439,99.5410000000,1,,,
estimation_trade,hs3,1440,99.5477000000,1,,,
estimation_trade,hs3,1441,99.5544000000,1,,,
estimation_trade,hs3,1442,99.5411000000,-1,,,
estimation_trade,hs3,1443,99.5558000000,1,,,
estimation_trade,hs3,1444,99.5411000000,-1,,,
estimation_trade,hs3,1445,99.5558000000,1,,,
estimation_trade,hs3,1446,99.5411000000,-1,,,
estimation_trade,hs3,1447,99.5558000000,1,,,
estimation_trade,hs3,1448,99.5411000000,-1,,,
estimation_trade,hs3,1449,99.5358000000,-1,,,
estimation_trade,hs3,1450,99.5291000000,-1,,,
estimation_trade,hs3,1451,99.5424000000,1,,,
estimation_trade,hs3,1452,99.5277000000,-1,,,
estimation_trade,hs3,1453,99.5424000000,1,,,
estimation_trade,hs3,1454,99.5477000000,1,,,
estimation_trade,hs3,1455,99.5544000000,1,,,
estimation_trade,hs3,1456,99.5411000000,-1,,,
estimation_trade,hs3,1457,99.5558000000,1,,,
estimation_trade,hs3,1458,99.5611000000,1,,,
estimation_trade,hs3,1459,99.5678000000,1,,,
estimation_trade,hs3,1460,99.5745000000,1,,,
estimation_trade,hs3,1461,99.5812000000,1,,,
estimation_trade,hs3,1462,99.5679000000,-1,,,
estimation_trade,hs3,1463,99.5626000000,-1,,,
estimation_trade,hs3,1464,99.5559000000,-1,,,
estimation_trade,hs3,1465,99.5492000000,-1,,,
estimation_trade,hs3,1466,99.5625000000,1,,,
estimation_trade,hs3,1467,99.5478000000,-1,,,
estimation_trade,hs3,1468,99.5625000000,1,,,
estimation_trade,hs3,1469,99.5478000000,-1,,,
estimation_trade,hs3,1470,99.5425000000,-1,,,
estimation_trade,hs3,1471,99.5358000000,-1,,,
estimation_trade,hs3,1472,99.5491000000,1,,,
estimation_trade,hs3,1473,99.5544000000,1,,,
estimation_trade,hs3,1474,99.5411000000,-1,,,
estimation_trade,hs3,1475,99.5558000000,1,,,
estimation_trade,hs3,1476,99.5611000000,1,,,
estimation_trade,hs3,1477,99.5478000000,-1,,,
estimation_trade,hs3,1478,99.5625000000,1,,,
estimation_trade,hs3,1479,99.5678000000,1,,,
estimation_trade,hs3,1480,99.5745000000,1,,,
estimation_trade,hs3,1481,99.5612000000,-1,,,
estimation_trade,hs3,1482,99.5759000000,1,,,
estimation_trade,hs3,1483,99.5812000000,1,,,
estimation_trade,hs3,1484,99.5879000000,1,,,
estimation_trade,hs3,1485,99.5746000000,-1,,,
estimation_trade,hs3,1486,99.5893000000,1,,,
estimation_trade,hs3,1487,99.5746000000,-1,,,
estimation_trade,hs3,1488,99.5893000000,1,,,
estimation_trade,hs3,1489,99.5746000000,-1,,,
estimation_trade,hs3,1490,99.5693000000,-1,,,
estimation_trade,hs3,1491,99.5826000000,1,,,
estimation_trade,hs3,1492,99.5679000000,-1,,,
estimation_trade,hs3,1493,99.5826000000,1,,,
estimation_trade,hs3,1494,99.5679000000,-1,,,
estimation_trade,hs3,1495,99.5826000000,1,,,
estimation_trade,hs3,1496,99.5679000000,-1,,,
estimation_trade,hs3,1497,99.5826000000,1,,,
estimation_trade,hs3,1498,99.5879000000,1,,,
estimation_trade,hs3,1499,99.5946000000,1,,,
estimation_trade,hs3,1500,99.6013000000,1,,,
estimation_trade,hs3,1501,99.5880000000,-1,,,
estimation_trade,hs3,1502,99.6027000000,1,,,
estimation_trade,hs3,1503,99.6080000000,1,,,
estimation_trade,hs3,1504,99.6147000000,1,,,
estimation_trade,hs3,1505,99.6014000000,-1,,,
estimation_trade,hs3,1506,99.6161000000,1,,,
estimation_trade,hs3,1507,99.6014000000,-1,,,
estimation_trade,hs3,1508,99.6161000000,1,,,
estimation_trade,hs3,1509,99.6214000000,1,,,
estimation_trade,hs3,1510,99.6081000000,-1,,,
estimation_trade,hs3,1511,99.6028000000,-1,,,
estimation_trade,hs3,1512,99.6161000000,1,,,
estimation_trade,hs3,1513,99.6014000000,-1,,,
estimation_trade,hs3,1514,99.6161000000,1,,,
estimation_trade,hs3,1515,99.6014000000,-1,,,
estimation_trade,hs3,1516,99.5961000000,-1,,,
estimation_trade,hs3,1517,99.6094000000,1,,,
estimation_trade,hs3,1518,99.5947000000,-1,,,
estimation_trade,hs3,1519,99.5894000000,-1,,,
estimation_trade,hs3,1520,99.5827000000,-1,,,
estimation_trade,hs3,1521,99.5760000000,-1,,,
estimation_trade,hs3,1522,99.5893000000,1,,,
estimation_trade,hs3,1523,99.5946000000,1,,,
estimation_trade,hs3,1524,99.6013000000,1,,,
estimation_trade,hs3,1525,99.6080000000,1,,,
estimation_trade,hs3,1526,99.5947000000,-1,,,
estimation_trade,hs3,1527,99.6094000000,1,,,
estimation_trade,hs3,1528,99.5947000000,-1,,,
estimation_trade,hs3,1529,99.5894000000,-1,,,
estimation_trade,hs3,1530,99.6027000000,1,,,
estimation_trade,hs3,1531,99.5880000000,-1,,,
estimation_trade,hs3,1532,99.5827000000,-1,,,
estimation_trade,hs3,1533,99.5960000000,1,,,
estimation_trade,hs3,1534,99.6013000000,1,,,
estimation_trade,hs3,1535,99.5880000000,-1,,,
estimation_trade,hs3,1536,99.6027000000,1,,,
estimation_trade,hs3,1537,99.5880000000,-1,,,
estimation_trade,hs3,1538,99.6027000000,1,,,
estimation_trade,hs3,1539,99.5880000000,-1,,,
estimation_trade,hs3,1540,99.6027000000,1,,,
estimation_trade,hs3,1541,99.6080000000,1,,,
estimation_trade,hs3,1542,99.5947000000,-1,,,
estimation_trade,hs3,1543,99.5894000000,-1,,,
estimation_trade,hs3,1544,99.6027000000,1,,,
estimation_trade,hs3,1545,99.5880000000,-1,,,
estimation_trade,hs3,1546,99.6027000000,1,,,
estimation_trade,hs3,1547,99.5880000000,-1,,,
estimation_trade,hs3,1548,99.6027000000,1,,,
estimation_trade,hs3,1549,99.6080000000,1,,,
estimation_trade,hs3,1550,99.6147000000,1,,,
estimation_trade,hs3,1551,99.6214000000,1,,,
estimation_trade,hs3,1552,99.6281000000,1,,,
estimation_trade,hs3,1553,99.6148000000,-1,,,
estimation_trade,hs3,1554,99.6095000000,-1,,,
estimation_trade,hs3,1555,99.6028000000,-1,,,
estimation_trade,hs3,1556,99.6161000000,1,,,
estimation_trade,hs3,1557,99.6214000000,1,,,
estimation_trade,hs3,1558,99.6081000000,-1,,,
estimation_trade,hs3,1559,99.6028000000,-1,,,
estimation_trade,hs3,1560,99.6161000000,1,,,
estimation_trade,hs3,1561,99.6214000000,1,,,
estimation_trade,hs3,1562,99.6281000000,1,,,
estimation_trade,hs3,1563,99.6348000000,1,,,
estimation_trade,hs3,1564,99.6215000000,-1,,,
estimation_trade,hs3,1565,99.6362000000,1,,,
estimation_trade,hs3,1566,99.6415000000,1,,,
estimation_trade,hs3,1567,99.6482000000,1,,,
estimation_trade,hs3,1568,99.6549000000,1,,,
estimation_trade,hs3,1569,99.6416000000,-1,,,
estimation_trade,hs3,1570,99.6563000000,1,,,
estimation_trade,hs3,1571,99.6416000000,-1,,,
estimation_trade,hs3,1572,99.6563000000,1,,,
estimation_trade,hs3,1573,99.6616000000,1,,,
estimation_trade,hs3,1574,99.6683000000,1,,,
estimation_trade,hs3,1575,99.6750000000,1,,,
estimation_trade,hs3,1576,99.6617000000,-1,,,
estimation_trade,hs3,1577,99.6564000000,-1,,,
estimation_trade,hs3,1578,99.6697000000,1,,,
estimation_trade,hs3,1579,99.6750000000,1,,,
estimation_trade,hs3,1580,99.6617000000,-1,,,
estimation_trade,hs3,1581,99.6564000000,-1,,,
estimation_trade,hs3,1582,99.6497000000,-1,,,
estimation_trade,hs3,1583,99.6630000000,1,,,
estimation_trade,hs3,1584,99.6683000000,1,,,
estimation_trade,hs3,1585,99.6550000000,-1,,,
estimation_trade,hs3,1586,99.6497000000,-1,,,
estimation_trade,hs3,1587,99.6630000000,1,,,
estimation_trade,hs3,1588,99.6483000000,-1,,,
estimation_trade,hs3,1589,99.6630000000,1,,,
estimation_trade,hs3,1590,99.6483000000,-1,,,
estimation_trade,hs3,1591,99.6430000000,-1,,,
estimation_trade,hs3,1592,99.6363000000,-1,,,
