# TYPE: validation-run
# SEGMENTS: 70d each; targets rho = 0.05,0.40,0.95,0.45,0.35,0.95,0.05,0.35,0.42
# SEED: 42031 (PCG64) — deterministic; ts_ns = NYSE calendar days
ts_ns,A,B,C,D,E
1809129600000000000,-0.0167440007,-0.0019067384,-0.0008790456,-0.0181894744,-0.0041570084
1809216000000000000,-0.0145162123,0.0102555381,-0.0012433866,0.0062090004,-0.0061705376
1809302400000000000,-0.0045531581,-0.0165006265,-0.0102140318,-0.0045406456,-0.0295284352
1809561600000000000,0.0142943895,-0.0122125967,0.0023973254,0.0059246863,0.0087028237
1809648000000000000,0.0121374139,0.0184584940,0.0119329356,0.0059470508,0.0104476391
1809734400000000000,-0.0062840481,-0.0038341927,-0.0128234615,-0.0092770509,-0.0104673398
1809820800000000000,-0.0103247608,-0.0097179287,-0.0065166203,-0.0106271056,-0.0112107447
1809907200000000000,0.0176162124,0.0201756532,0.0188106761,0.0117110512,0.0162292327
1810166400000000000,-0.0078146692,0.0030528665,-0.0091886745,-0.0328275161,0.0063626674
1810252800000000000,0.0106887114,0.0151235471,0.0066085644,0.0006318225,0.0155049552
1810339200000000000,0.0056601638,-0.0044958190,-0.0178822389,-0.0151431600,0.0040985781
1810425600000000000,-0.0084303574,-0.0123926443,-0.0045280283,-0.0082252899,0.0069063712
1810512000000000000,0.0016307440,0.0034958115,0.0091013798,-0.0158810910,-0.0059774861
1810771200000000000,0.0049336493,0.0007090962,-0.0029294037,0.0045050372,0.0010986577
1810857600000000000,0.0058196856,0.0163135614,0.0126672910,0.0118806578,0.0110233801
1810944000000000000,-0.0261500394,-0.0192096574,-0.0242970289,-0.0214204289,-0.0164995992
1811030400000000000,-0.0125424266,-0.0249078316,-0.0123207830,-0.0161549868,-0.0224903670
1811116800000000000,0.0063313375,0.0018908637,0.0092464050,0.0138126299,0.0197665028
1811376000000000000,-0.0037818573,0.0114046900,0.0086637306,0.0209698930,0.0067865063
1811462400000000000,-0.0059581396,-0.0147495882,-0.0159400873,-0.0013618673,-0.0065367340
1811548800000000000,0.0012341426,0.0011292202,-0.0049660730,-0.0042784216,-0.0106300201
1811635200000000000,-0.0110150389,-0.0033122923,-0.0148239301,0.0005949930,0.0005071454
1811721600000000000,0.0031961905,-0.0030258540,-0.0153483024,0.0034019127,-0.0036672936
